method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.5344828,0.3433735,0.5648148,0.5566038,0.3068182,0.0,0.4612186
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.28294572,0.5511811,0.3514377,0.71034485,0.31603774,0.0,0.44238943
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.59215015,0.29213482,0.5081585,0.36246786,0.43235293,0.0,0.43745285
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.43103448,0.41566265,0.5509259,0.509434,0.5568182,0.0,0.49277505
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.45736435,0.5866142,0.34185302,0.5,0.41037735,0.0,0.45924178
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.6450512,0.44101125,0.6107226,0.32904884,0.22941177,0.0,0.45104912
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.45402297,0.4939759,0.35185185,0.5330189,0.71022725,0.0,0.50861937
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.33333334,0.16141732,0.19808307,0.43793103,0.41037735,0.0,0.30822843
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.3105802,0.25561798,0.4918415,0.46015424,0.47941175,0.0,0.39952114
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.37356323,0.44578314,0.5925926,0.7735849,0.4431818,0.0,0.52574116
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.22868218,0.42519686,0.22364217,0.51724136,0.43396226,0.0,0.36574498
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.63822526,0.41853932,0.5244755,0.41902313,0.5,0.0,0.50005263
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.3505747,0.6385542,0.5185185,0.5330189,0.30113637,0.0,0.46836054
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.16666667,0.496063,0.27795526,0.56551725,0.36320755,0.0,0.37388194
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.32935154,0.41853932,0.5617716,0.40616965,0.5735294,0.0,0.4578723
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.5732484,0.49333334,0.435,0.565445,0.49685535,0.0,0.51277643
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.3631579,0.32828283,0.20930232,0.44705883,0.49714285,0.0,0.36898893
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.44859812,0.37953794,0.515873,0.6790831,0.2006689,0.0,0.44475222
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.5732484,0.49333334,0.435,0.565445,0.49685535,0.0,0.51277643
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.3631579,0.32828283,0.20930232,0.44705883,0.49714285,0.0,0.36898893
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.44859812,0.37953794,0.515873,0.6790831,0.2006689,0.0,0.44475222
