method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
ResNet,Knot,1,0.8321168,0.56031126,0.8,0.90967745,0.8181818,0.81386864,0.42023346,0.70666665,0.91290325,0.70454544,0.78405744,0.71164346
ResNet,Needle,1,0.82539684,0.80569947,0.79953915,0.6017897,0.7345133,0.51428574,0.83419687,0.55760366,0.4116331,0.53687316,0.7533877,0.5709185
ResNet,Suture,1,0.8872802,0.8050193,0.66467065,0.7138158,0.7480769,0.8831437,0.6119691,0.4760479,0.6052632,0.33653846,0.7637726,0.5825925
ResNet,Knot,2,0.7481752,0.540856,0.74333334,0.9,0.78409094,0.689781,0.4241245,0.48333332,0.91290325,0.56060606,0.7432911,0.61414963
ResNet,Needle,2,0.8793651,0.8264249,0.79953915,0.7002237,0.8259587,0.52063495,0.7720207,0.7373272,0.5212528,0.5781711,0.8063023,0.6258814
ResNet,Suture,2,0.82419854,0.86679536,0.7754491,0.65296054,0.7673077,0.75284386,0.85907334,0.6706587,0.40460527,0.5153846,0.77734226,0.6405132
ResNet,Knot,3,0.850365,0.68871593,0.74,0.88387096,0.7310606,0.6605839,0.38910505,0.69666666,0.87741935,0.40530303,0.7788025,0.6058156
ResNet,Needle,3,0.9047619,0.84715027,0.79953915,0.67785233,0.8082596,0.5492064,0.8082902,0.4078341,0.39597315,0.5899705,0.80751264,0.5502549
ResNet,Suture,3,0.8138573,0.8050193,0.7275449,0.6447368,0.76346153,0.843847,0.8108108,0.57185626,0.3848684,0.42884615,0.750924,0.6080457
ResNet,Knot,4,0.7591241,0.7237354,0.77666664,0.8516129,0.70075756,0.70437956,0.5330739,0.6566667,0.7903226,0.4469697,0.76237935,0.6262825
ResNet,Needle,4,0.8920635,0.8316062,0.79953915,0.6465324,0.7463127,0.9079365,0.7279793,0.52764976,0.4362416,0.59292036,0.7832108,0.6385455
ResNet,Suture,4,0.9203723,0.8745174,0.6721557,0.7138158,0.75384617,0.8479835,0.85521233,0.6766467,0.37828946,0.45384616,0.78694147,0.6423956
ResNet,Knot,5,0.80656934,0.7237354,0.77666664,0.9612903,0.7310606,0.7007299,0.48638132,0.6,0.91935486,0.68939394,0.7998645,0.679172
ResNet,Needle,5,0.85714287,0.81606215,0.79953915,0.606264,0.7581121,0.768254,0.7901554,0.5322581,0.5302013,0.56342185,0.76742405,0.6368581
ResNet,Suture,5,0.85108584,0.8513514,0.7754491,0.7927632,0.7480769,0.7859359,0.83011585,0.68712574,0.5263158,0.325,0.80374527,0.63089865
CNN,Knot,1,0.81751823,0.7237354,0.7966667,0.90967745,0.71590906,0.73722625,0.45914397,0.61333334,0.87419355,0.5151515,0.79270136,0.6398097
