method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
ResNet,Knot,1,0.8235294,0.5441176,0.7389937,0.88,0.7670251,0.7231834,0.47058824,0.40880504,0.8769231,0.72043014,0.7507332,0.639986
ResNet,Needle,1,0.84876543,0.9120603,0.79820627,0.6060606,0.7863248,0.86419755,0.7763819,0.8116592,0.6753247,0.8148148,0.7902835,0.78847563
ResNet,Suture,1,0.8050761,0.7598499,0.66472304,0.7220447,0.54460967,0.5218274,0.64915574,0.5451895,0.46325877,0.3494424,0.6992607,0.50577474
ResNet,Knot,2,0.7231834,0.7169118,0.7389937,0.91384614,0.8136201,0.71280277,0.49632353,0.5754717,0.91384614,0.6666667,0.78131104,0.67302215
ResNet,Needle,2,0.82098764,0.7889447,0.79820627,0.54545456,0.78347576,0.5154321,0.6105528,0.61659193,0.5800866,0.65527064,0.7474138,0.5955868
ResNet,Suture,2,0.8781726,0.83864915,0.7696793,0.71246004,0.51301116,0.8822335,0.7523452,0.55247813,0.29872206,0.4851301,0.74239445,0.5941818
ResNet,Knot,3,0.76124567,0.6360294,0.7484277,0.9076923,0.60215056,0.71972317,0.41911766,0.5345912,0.9230769,0.65232974,0.73110914,0.64976776
ResNet,Needle,3,0.89506173,0.7763819,0.79820627,0.6038961,0.7407407,0.7376543,0.7788945,0.42600897,0.34848484,0.55840456,0.7628574,0.5698894
ResNet,Suture,3,0.7928934,0.8592871,0.66472304,0.71246004,0.74907064,0.8527919,0.8686679,0.4941691,0.18210863,0.36431226,0.7556868,0.55240995
ResNet,Knot,4,0.7750865,0.6102941,0.7861635,0.9169231,0.8028674,0.75086504,0.5367647,0.7389937,0.91384614,0.74910396,0.7782669,0.73791474
ResNet,Needle,4,0.7993827,0.75879395,0.79820627,0.66450214,0.7863248,0.45987654,0.70603013,0.68161434,0.45887446,0.5754986,0.761442,0.5763788
