window_size,step_size,run,skill,type,Novice_True_Positive,Novice_False_Positive,Expert_True_Positive,Expert_False_Positive
180,30,2,Needle,SVM,58,129,109,19
180,30,2,Needle,SVM,203,0,103,80
180,30,2,Needle,SVM,165,73,130,66
180,30,2,Needle,SVM,147,40,136,124
180,30,2,Needle,SVM,181,133,25,0
180,60,2,Needle,Model,14,0,119,25
180,60,2,Needle,Model,119,8,44,23
180,60,2,Needle,Model,72,0,102,44
180,60,2,Needle,Model,61,7,81,75
180,60,2,Needle,Model,74,6,74,17
180,60,2,Needle,SVM,19,17,102,20
180,60,2,Needle,SVM,124,17,35,18
180,60,2,Needle,SVM,72,32,70,44
180,60,2,Needle,SVM,72,20,68,64
180,60,2,Needle,SVM,90,30,50,1
90,30,2,Needle,Model,0,0,244,80
90,30,2,Needle,Model,203,0,106,89
90,30,2,Needle,Model,147,0,209,90
90,30,2,Needle,Model,280,182,0,0
90,30,2,Needle,Model,119,0,164,68
90,30,2,Needle,SVM,0,120,124,80
90,30,2,Needle,SVM,218,34,72,74
90,30,2,Needle,SVM,147,0,209,90
90,30,2,Needle,SVM,114,136,46,166
90,30,2,Needle,SVM,176,82,82,11
90,60,2,Needle,Model,28,0,123,12
90,60,2,Needle,Model,101,0,53,46
90,60,2,Needle,Model,74,0,105,45
90,60,2,Needle,Model,62,0,92,79
90,60,2,Needle,Model,83,21,61,11
90,60,2,Needle,SVM,29,28,95,11
90,60,2,Needle,SVM,109,13,40,38
90,60,2,Needle,SVM,74,0,105,45
90,60,2,Needle,SVM,81,40,52,60
90,60,2,Needle,SVM,94,64,18,0
120,30,2,Suture,Model,725,80,122,52
120,30,2,Suture,Model,349,62,101,16
120,30,2,Suture,Model,526,154,0,0
120,30,2,Suture,Model,442,177,1,0
120,30,2,Suture,Model,397,132,3,0
120,30,2,Suture,SVM,761,99,103,16
120,30,2,Suture,SVM,357,77,86,8
120,30,2,Suture,SVM,526,154,0,0
120,30,2,Suture,SVM,101,172,6,341
120,30,2,Suture,SVM,183,98,37,214
120,60,2,Suture,Model,331,39,62,58
120,60,2,Suture,Model,177,35,47,6
120,60,2,Suture,Model,264,78,0,0
120,60,2,Suture,Model,222,88,1,0
120,60,2,Suture,Model,199,64,4,0
120,60,2,Suture,SVM,373,74,27,16
120,60,2,Suture,SVM,182,32,50,1
120,60,2,Suture,SVM,208,67,11,56
120,60,2,Suture,SVM,161,80,9,61
120,60,2,Suture,SVM,71,47,21,128
150,30,2,Suture,Model,758,92,108,15
150,30,2,Suture,Model,345,104,57,17
150,30,2,Suture,Model,522,152,0,0
150,30,2,Suture,Model,438,176,0,0
150,30,2,Suture,Model,393,133,0,0
150,30,2,Suture,SVM,652,71,129,121
150,30,2,Suture,SVM,345,107,54,17
150,30,2,Suture,SVM,414,152,0,108
150,30,2,Suture,SVM,195,141,35,243
150,30,2,Suture,SVM,103,78,55,290
150,60,2,Suture,Model,379,55,46,9
150,60,2,Suture,Model,171,29,52,11
150,60,2,Suture,Model,262,76,0,0
150,60,2,Suture,Model,210,76,13,10
150,60,2,Suture,Model,198,67,0,0
150,60,2,Suture,SVM,306,37,64,82
150,60,2,Suture,SVM,169,30,51,13
150,60,2,Suture,SVM,205,76,0,57
150,60,2,Suture,SVM,192,35,54,28
150,60,2,Suture,SVM,69,38,29,129
180,30,2,Suture,Model,758,148,50,11
180,30,2,Suture,Model,359,79,80,0
180,30,2,Suture,Model,518,150,0,0
180,30,2,Suture,Model,402,114,60,32
180,30,2,Suture,Model,362,124,7,27
180,30,2,Suture,SVM,730,92,106,39
180,30,2,Suture,SVM,293,74,85,66
180,30,2,Suture,SVM,356,139,11,162
180,30,2,Suture,SVM,247,103,71,187
180,30,2,Suture,SVM,79,63,68,310
180,60,2,Suture,Model,384,87,12,1
180,60,2,Suture,Model,180,47,33,0
180,60,2,Suture,Model,260,76,0,0
180,60,2,Suture,Model,218,87,0,0
180,60,2,Suture,Model,195,61,5,0
180,60,2,Suture,SVM,355,37,62,30
180,60,2,Suture,SVM,179,49,31,1
180,60,2,Suture,SVM,251,72,4,9
180,60,2,Suture,SVM,177,50,37,41
180,60,2,Suture,SVM,50,22,44,145
90,30,2,Suture,Model,779,103,101,2
90,30,2,Suture,Model,349,72,93,19
90,30,2,Suture,Model,530,156,0,0
90,30,2,Suture,Model,446,180,0,0
90,30,2,Suture,Model,401,137,0,0
90,30,2,Suture,SVM,638,79,125,143
90,30,2,Suture,SVM,304,75,90,64
90,30,2,Suture,SVM,419,156,0,111
90,30,2,Suture,SVM,350,180,0,96
90,30,2,Suture,SVM,117,57,80,284
90,60,2,Suture,Model,392,103,0,0
90,60,2,Suture,Model,180,33,50,5
90,60,2,Suture,Model,227,78,0,39
90,60,2,Suture,Model,224,90,1,0
90,60,2,Suture,Model,202,69,0,0
90,60,2,Suture,SVM,336,69,34,56
90,60,2,Suture,SVM,180,34,49,5
90,60,2,Suture,SVM,212,70,8,54
90,60,2,Suture,SVM,54,63,28,170
90,60,2,Suture,SVM,192,52,17,10
120,30,3,Knot,Model,183,53,34,14
120,30,3,Knot,Model,191,75,0,1
120,30,3,Knot,Model,210,39,42,21
120,30,3,Knot,Model,248,41,31,0
120,30,3,Knot,Model,199,73,2,0
120,30,3,Knot,SVM,132,26,61,65
120,30,3,Knot,SVM,71,31,44,121
120,30,3,Knot,SVM,199,41,40,32
120,30,3,Knot,SVM,248,41,31,0
120,30,3,Knot,SVM,112,29,46,87
120,60,3,Knot,Model,79,1,43,20
120,60,3,Knot,Model,81,19,19,16
120,60,3,Knot,Model,107,26,15,10
120,60,3,Knot,Model,125,22,15,0
120,60,3,Knot,Model,100,38,0,0
120,60,3,Knot,SVM,78,1,43,21
120,60,3,Knot,SVM,42,13,25,55
120,60,3,Knot,SVM,106,28,13,11
120,60,3,Knot,SVM,121,21,16,4
120,60,3,Knot,SVM,64,12,26,36
150,30,3,Knot,Model,194,57,28,0
150,30,3,Knot,Model,189,73,0,0
150,30,3,Knot,Model,208,58,21,19
150,30,3,Knot,Model,229,8,62,16
150,30,3,Knot,Model,196,73,0,0
150,30,3,Knot,SVM,115,19,66,79
150,30,3,Knot,SVM,84,27,46,105
150,30,3,Knot,SVM,172,39,40,55
150,30,3,Knot,SVM,233,20,50,12
150,30,3,Knot,SVM,78,13,60,118
150,60,3,Knot,Model,97,19,24,1
150,60,3,Knot,Model,90,23,14,5
150,60,3,Knot,Model,112,33,7,2
150,60,3,Knot,Model,123,17,18,0
150,60,3,Knot,Model,95,30,7,4
150,60,3,Knot,SVM,61,4,39,37
150,60,3,Knot,SVM,67,18,19,28
150,60,3,Knot,SVM,107,34,6,7
150,60,3,Knot,SVM,123,16,19,0
150,60,3,Knot,SVM,69,14,23,30
180,30,3,Knot,Model,191,29,54,0
180,30,3,Knot,Model,182,65,6,4
180,30,3,Knot,Model,223,77,0,0
180,30,3,Knot,Model,242,43,25,0
180,30,3,Knot,Model,193,56,15,0
180,30,3,Knot,SVM,144,0,83,47
180,30,3,Knot,SVM,68,53,18,118
180,30,3,Knot,SVM,107,67,10,116
180,30,3,Knot,SVM,242,41,27,0
180,30,3,Knot,SVM,148,4,67,45
180,60,3,Knot,Model,91,10,32,5
180,60,3,Knot,Model,93,30,6,1
180,60,3,Knot,Model,112,37,2,1
180,60,3,Knot,Model,122,25,10,0
180,60,3,Knot,Model,88,25,11,9
180,60,3,Knot,SVM,79,5,37,17
180,60,3,Knot,SVM,34,13,23,60
180,60,3,Knot,SVM,94,17,22,19
180,60,3,Knot,SVM,121,12,23,1
180,60,3,Knot,SVM,67,21,15,30
90,30,3,Knot,Model,125,9,80,75
90,30,3,Knot,Model,195,77,0,0
90,30,3,Knot,Model,235,78,5,0
90,30,3,Knot,Model,251,33,41,0
90,30,3,Knot,Model,151,22,55,51
90,30,3,Knot,SVM,125,9,80,75
90,30,3,Knot,SVM,79,63,14,116
90,30,3,Knot,SVM,210,54,29,25
90,30,3,Knot,SVM,243,36,38,8
90,30,3,Knot,SVM,126,17,60,76
90,60,3,Knot,Model,101,20,25,0
90,60,3,Knot,Model,93,39,0,5
90,60,3,Knot,Model,117,37,5,1
90,60,3,Knot,Model,119,11,26,7
90,60,3,Knot,Model,102,30,9,0
90,60,3,Knot,SVM,76,6,39,25
90,60,3,Knot,SVM,37,18,21,61
90,60,3,Knot,SVM,106,27,15,12
90,60,3,Knot,SVM,126,14,23,0
90,60,3,Knot,SVM,62,16,23,40
120,30,3,Needle,Model,0,0,242,79
120,30,3,Needle,Model,289,105,0,0
120,30,3,Needle,Model,146,0,207,89
120,30,3,Needle,Model,95,0,180,182
120,30,3,Needle,Model,118,0,162,67
120,30,3,Needle,SVM,9,23,219,70
120,30,3,Needle,SVM,242,105,0,47
120,30,3,Needle,SVM,146,64,143,89
120,30,3,Needle,SVM,104,111,69,173
120,30,3,Needle,SVM,185,152,10,0
120,60,3,Needle,Model,28,4,117,12
120,60,3,Needle,Model,108,0,53,37
120,60,3,Needle,Model,73,0,104,45
120,60,3,Needle,Model,48,0,90,91
120,60,3,Needle,Model,74,12,70,19
120,60,3,Needle,SVM,28,45,76,12
120,60,3,Needle,SVM,103,0,53,42
120,60,3,Needle,SVM,73,0,104,45
120,60,3,Needle,SVM,73,60,30,66
120,60,3,Needle,SVM,93,63,19,0
150,30,3,Needle,Model,42,0,240,36
150,30,3,Needle,Model,209,0,104,77
150,30,3,Needle,Model,145,0,205,88
150,30,3,Needle,Model,126,5,173,148
150,30,3,Needle,Model,160,61,99,23
150,30,3,Needle,SVM,57,81,159,21
150,30,3,Needle,SVM,212,18,86,74
150,30,3,Needle,SVM,160,106,99,73
150,30,3,Needle,SVM,157,121,57,117
150,30,3,Needle,SVM,183,128,32,0
150,60,3,Needle,Model,18,5,116,21
150,60,3,Needle,Model,115,5,47,29
150,60,3,Needle,Model,73,0,103,44
150,60,3,Needle,Model,52,0,90,86
150,60,3,Needle,Model,65,3,77,27
150,60,3,Needle,SVM,23,22,99,16
150,60,3,Needle,SVM,110,0,52,34
150,60,3,Needle,SVM,73,0,103,44
150,60,3,Needle,SVM,59,50,40,79
150,60,3,Needle,SVM,92,65,15,0
180,30,3,Needle,Model,17,0,238,60
180,30,3,Needle,Model,254,0,103,29
180,30,3,Needle,Model,144,0,203,87
180,30,3,Needle,Model,93,0,176,178
180,30,3,Needle,Model,124,0,158,57
180,30,3,Needle,SVM,48,110,128,29
180,30,3,Needle,SVM,253,0,103,30
180,30,3,Needle,SVM,144,1,202,87
180,30,3,Needle,SVM,155,102,74,116
180,30,3,Needle,SVM,173,121,37,8
180,60,3,Needle,Model,15,2,117,24
180,60,3,Needle,Model,119,0,52,23
180,60,3,Needle,Model,72,0,102,44
180,60,3,Needle,Model,47,0,88,89
180,60,3,Needle,Model,75,23,57,16
180,60,3,Needle,SVM,27,59,60,12
180,60,3,Needle,SVM,120,0,52,22
180,60,3,Needle,SVM,72,0,102,44
180,60,3,Needle,SVM,51,8,80,85
180,60,3,Needle,SVM,82,63,17,9
90,30,3,Needle,Model,38,18,226,42
90,30,3,Needle,Model,224,2,104,68
90,30,3,Needle,Model,147,0,209,90
90,30,3,Needle,Model,132,17,165,148
90,30,3,Needle,Model,176,53,111,11
90,30,3,Needle,SVM,57,119,125,23
90,30,3,Needle,SVM,236,101,5,56
90,30,3,Needle,SVM,154,64,145,83
90,30,3,Needle,SVM,161,110,72,119
90,30,3,Needle,SVM,178,56,108,9
90,60,3,Needle,Model,15,3,120,25
90,60,3,Needle,Model,103,7,46,44
90,60,3,Needle,Model,74,0,105,45
90,60,3,Needle,Model,81,13,79,60
90,60,3,Needle,Model,77,20,62,17
90,60,3,Needle,SVM,11,3,120,29
90,60,3,Needle,SVM,108,9,44,39
90,60,3,Needle,SVM,74,53,52,45
90,60,3,Needle,SVM,81,31,61,60
90,60,3,Needle,SVM,86,24,58,8
120,30,3,Suture,Model,764,87,115,13
120,30,3,Suture,Model,349,86,77,16
120,30,3,Suture,Model,461,154,0,65
120,30,3,Suture,Model,442,178,0,0
120,30,3,Suture,Model,397,135,0,0
120,30,3,Suture,SVM,635,70,132,142
120,30,3,Suture,SVM,317,74,89,48
120,30,3,Suture,SVM,312,148,6,214
120,30,3,Suture,SVM,278,173,5,164
120,30,3,Suture,SVM,221,101,34,176
120,60,3,Suture,Model,372,67,34,17
120,60,3,Suture,Model,179,53,29,4
120,60,3,Suture,Model,264,78,0,0
120,60,3,Suture,Model,217,59,30,5
120,60,3,Suture,Model,199,67,1,0
120,60,3,Suture,SVM,367,41,60,22
120,60,3,Suture,SVM,168,40,42,15
120,60,3,Suture,SVM,181,78,0,83
120,60,3,Suture,SVM,128,49,40,94
120,60,3,Suture,SVM,54,44,24,145
150,30,3,Suture,Model,742,93,107,31
150,30,3,Suture,Model,351,60,101,11
150,30,3,Suture,Model,522,152,0,0
150,30,3,Suture,Model,377,104,72,61
150,30,3,Suture,Model,393,132,1,0
150,30,3,Suture,SVM,626,72,128,147
150,30,3,Suture,SVM,344,58,103,18
150,30,3,Suture,SVM,435,140,12,87
150,30,3,Suture,SVM,383,108,68,55
150,30,3,Suture,SVM,193,96,37,200
150,60,3,Suture,Model,388,93,8,0
150,60,3,Suture,Model,180,42,39,2
150,60,3,Suture,Model,224,76,0,38
150,60,3,Suture,Model,220,89,0,0
150,60,3,Suture,Model,194,55,12,4
150,60,3,Suture,SVM,343,41,60,45
150,60,3,Suture,SVM,180,33,48,2
150,60,3,Suture,SVM,206,70,6,56
150,60,3,Suture,SVM,159,48,41,61
150,60,3,Suture,SVM,58,39,28,140
180,30,3,Suture,Model,769,133,65,0
180,30,3,Suture,Model,354,64,95,5
180,30,3,Suture,Model,518,150,0,0
180,30,3,Suture,Model,434,174,0,0
180,30,3,Suture,Model,389,131,0,0
180,30,3,Suture,SVM,737,88,110,32
180,30,3,Suture,SVM,346,58,101,13
180,30,3,Suture,SVM,358,105,45,160
180,30,3,Suture,SVM,301,98,76,133
180,30,3,Suture,SVM,77,21,110,312
180,60,3,Suture,Model,383,92,7,2
180,60,3,Suture,Model,174,39,41,6
180,60,3,Suture,Model,260,76,0,0
180,60,3,Suture,Model,218,87,0,0
180,60,3,Suture,Model,195,66,0,0
180,60,3,Suture,SVM,346,70,29,39
180,60,3,Suture,SVM,167,58,22,13
180,60,3,Suture,SVM,216,76,0,44
180,60,3,Suture,SVM,144,81,6,74
180,60,3,Suture,SVM,83,50,16,112
90,30,3,Suture,Model,711,89,115,70
90,30,3,Suture,Model,345,66,99,23
90,30,3,Suture,Model,530,156,0,0
90,30,3,Suture,Model,446,132,48,0
90,30,3,Suture,Model,397,108,29,4
90,30,3,Suture,SVM,706,68,136,75
90,30,3,Suture,SVM,326,76,89,42
90,30,3,Suture,SVM,313,136,20,217
90,30,3,Suture,SVM,204,100,80,242
90,30,3,Suture,SVM,106,80,57,295
90,60,3,Suture,Model,366,38,65,26
90,60,3,Suture,Model,173,28,55,12
90,60,3,Suture,Model,250,78,0,16
90,60,3,Suture,Model,224,91,0,0
90,60,3,Suture,Model,202,69,0,0
90,60,3,Suture,SVM,364,36,67,28
90,60,3,Suture,SVM,181,35,48,4
90,60,3,Suture,SVM,177,76,2,89
90,60,3,Suture,SVM,108,50,41,116
90,60,3,Suture,SVM,159,67,2,43
120,30,4,Knot,Model,197,51,36,0
120,30,4,Knot,Model,189,41,34,3
120,30,4,Knot,Model,228,72,9,3
120,30,4,Knot,Model,231,12,60,17
120,30,4,Knot,Model,199,75,0,0
120,30,4,Knot,SVM,138,16,71,59
120,30,4,Knot,SVM,109,24,51,83
120,30,4,Knot,SVM,114,55,26,117
120,30,4,Knot,SVM,233,24,48,15
120,30,4,Knot,SVM,102,34,41,97
120,60,4,Knot,Model,99,15,29,0
120,60,4,Knot,Model,97,38,0,0
120,60,4,Knot,Model,117,41,0,0
120,60,4,Knot,Model,125,14,23,0
120,60,4,Knot,Model,96,38,0,4
120,60,4,Knot,SVM,69,2,42,30
120,60,4,Knot,SVM,44,16,22,53
120,60,4,Knot,SVM,87,40,1,30
120,60,4,Knot,SVM,125,16,21,0
120,60,4,Knot,SVM,71,35,3,29
150,30,4,Knot,Model,194,25,60,0
150,30,4,Knot,Model,189,73,0,0
150,30,4,Knot,Model,227,73,6,0
150,30,4,Knot,Model,245,40,30,0
150,30,4,Knot,Model,196,73,0,0
150,30,4,Knot,SVM,155,8,77,39
150,30,4,Knot,SVM,69,30,43,120
150,30,4,Knot,SVM,226,54,25,1
150,30,4,Knot,SVM,245,40,30,0
150,30,4,Knot,SVM,151,55,18,45
150,60,4,Knot,Model,98,23,20,0
150,60,4,Knot,Model,88,32,5,7
150,60,4,Knot,Model,114,40,0,0
150,60,4,Knot,Model,121,14,21,2
150,60,4,Knot,Model,97,37,0,2
150,60,4,Knot,SVM,63,10,33,35
150,60,4,Knot,SVM,35,11,26,60
150,60,4,Knot,SVM,88,36,4,26
150,60,4,Knot,SVM,121,16,19,2
150,60,4,Knot,SVM,54,37,0,45
180,30,4,Knot,Model,191,42,41,0
180,30,4,Knot,Model,186,71,0,0
180,30,4,Knot,Model,223,77,0,0
180,30,4,Knot,Model,242,35,33,0
180,30,4,Knot,Model,193,60,11,0
180,30,4,Knot,SVM,122,16,67,69
180,30,4,Knot,SVM,110,47,24,76
180,30,4,Knot,SVM,130,65,12,93
180,30,4,Knot,SVM,242,33,35,0
180,30,4,Knot,SVM,141,34,37,52
180,60,4,Knot,Model,96,24,18,0
180,60,4,Knot,Model,94,36,0,0
180,60,4,Knot,Model,113,39,0,0
180,60,4,Knot,Model,122,18,17,0
180,60,4,Knot,Model,94,33,3,3
180,60,4,Knot,SVM,77,11,31,19
180,60,4,Knot,SVM,75,21,15,19
180,60,4,Knot,SVM,67,27,12,46
180,60,4,Knot,SVM,122,21,14,0
180,60,4,Knot,SVM,81,23,13,16
90,30,4,Knot,Model,200,56,33,0
90,30,4,Knot,Model,188,55,22,7
90,30,4,Knot,Model,235,83,0,0
90,30,4,Knot,Model,251,25,49,0
90,30,4,Knot,Model,162,35,42,40
90,30,4,Knot,SVM,130,15,74,70
90,30,4,Knot,SVM,82,18,59,113
90,30,4,Knot,SVM,209,68,15,26
90,30,4,Knot,SVM,228,25,49,23
90,30,4,Knot,SVM,113,40,37,89
90,60,4,Knot,Model,101,26,19,0
90,60,4,Knot,Model,98,39,0,0
90,60,4,Knot,Model,118,42,0,0
90,60,4,Knot,Model,126,21,16,0
90,60,4,Knot,Model,102,39,0,0
90,60,4,Knot,SVM,64,3,42,37
90,60,4,Knot,SVM,39,29,10,59
90,60,4,Knot,SVM,86,31,11,32
90,60,4,Knot,SVM,125,21,16,1
90,60,4,Knot,SVM,81,33,6,21
120,30,4,Needle,Model,50,0,242,29
120,30,4,Needle,Model,220,11,94,69
120,30,4,Needle,Model,146,0,207,89
120,30,4,Needle,Model,95,0,180,182
120,30,4,Needle,Model,182,40,122,3
120,30,4,Needle,SVM,59,13,229,20
120,30,4,Needle,SVM,211,9,96,78
120,30,4,Needle,SVM,162,88,119,73
120,30,4,Needle,SVM,138,103,77,139
120,30,4,Needle,SVM,185,134,28,0
120,60,4,Needle,Model,18,0,121,22
120,60,4,Needle,Model,122,14,39,23
120,60,4,Needle,Model,73,0,104,45
120,60,4,Needle,Model,48,0,90,91
120,60,4,Needle,Model,77,13,69,16
120,60,4,Needle,SVM,22,12,109,18
120,60,4,Needle,SVM,119,4,49,26
120,60,4,Needle,SVM,73,94,10,45
120,60,4,Needle,SVM,77,43,47,62
120,60,4,Needle,SVM,93,72,10,0
150,30,4,Needle,Model,0,0,240,78
150,30,4,Needle,Model,250,0,104,36
150,30,4,Needle,Model,145,0,205,88
150,30,4,Needle,Model,157,27,151,117
150,30,4,Needle,Model,148,30,130,35
150,30,4,Needle,SVM,78,146,94,0
150,30,4,Needle,SVM,217,0,104,69
150,30,4,Needle,SVM,152,42,163,81
150,30,4,Needle,SVM,157,83,95,117
150,30,4,Needle,SVM,182,138,22,1
150,60,4,Needle,Model,0,0,121,39
150,60,4,Needle,Model,103,0,52,41
150,60,4,Needle,Model,73,0,103,44
150,60,4,Needle,Model,68,2,88,70
150,60,4,Needle,Model,68,5,75,24
150,60,4,Needle,SVM,0,63,58,39
150,60,4,Needle,SVM,107,0,52,37
150,60,4,Needle,SVM,76,37,66,41
150,60,4,Needle,SVM,79,44,46,59
150,60,4,Needle,SVM,89,70,10,3
180,30,4,Needle,Model,30,6,232,47
180,30,4,Needle,Model,247,0,103,36
180,30,4,Needle,Model,144,0,203,87
180,30,4,Needle,Model,140,46,130,131
180,30,4,Needle,Model,181,51,107,0
180,30,4,Needle,SVM,60,141,97,17
180,30,4,Needle,SVM,192,0,103,91
180,30,4,Needle,SVM,144,85,118,87
180,30,4,Needle,SVM,156,161,15,115
180,30,4,Needle,SVM,181,71,87,0
180,60,4,Needle,Model,10,0,119,29
180,60,4,Needle,Model,129,0,52,13
180,60,4,Needle,Model,72,0,102,44
180,60,4,Needle,Model,54,6,82,82
180,60,4,Needle,Model,89,20,60,2
180,60,4,Needle,SVM,29,22,97,10
180,60,4,Needle,SVM,134,0,52,8
180,60,4,Needle,SVM,72,25,77,44
180,60,4,Needle,SVM,78,57,31,58
180,60,4,Needle,SVM,89,21,59,2
90,30,4,Needle,Model,37,0,244,43
90,30,4,Needle,Model,292,106,0,0
90,30,4,Needle,Model,147,0,209,90
90,30,4,Needle,Model,113,11,171,167
90,30,4,Needle,Model,159,25,139,28
